url,title,price,Category
https://www.fnp.com/gift/clay-diyas-chocolate-truffle-cake-eggless-1-kg,Clay Diyas Chocolate Truffle Cake,1199,Error
https://www.fnp.com/gift/clay-diyas-chocolate-truffle-cake-eggless-half-kg,Clay Diyas Chocolate Truffle Cake,1199,Error
https://www.fnp.com/gift/clay-diyas-creamy-pineapple-cake-eggless-2-kg,Clay Diyas Creamy Pineapple Cake,1199,Error
https://www.fnp.com/gift/clay-diyas-creamy-pineapple-cake-eggless-half-kg,Clay Diyas Creamy Pineapple Cake,1199,Error
https://www.fnp.com/gift/corp-assorted-swiss-chocolate-box,Corp Assorted Swiss Chocolate Box,499,Error
https://www.fnp.com/gift/aane-de-tere-papa-ko-printed-cushion-and-mug-combo,Aane De Tere Papa Ko Cushion And Mug,649,Mugs
https://www.fnp.com/gift/holi-special-t-shirt-medium,Holi Special T Shirt,499,Apparels
https://www.fnp.com/gift/dairy-milk-silk-in-happy-mothers-day-sleeve,Dairy Milk Silk In Happy Mother's Day Sleeve,549,Chocolates
https://www.fnp.com/gift/designer-diwali-diyas-vanilla-cake-3-kg,Designer Diwali Diyas Vanilla Cake,1375,Cakes
https://www.fnp.com/gift/designer-diwali-diyas-vanilla-cake-2-kg,Designer Diwali Diyas Vanilla Cake,1375,Cakes
https://www.fnp.com/gift/diwali-rangoli-pineapple-photo-cake-eggless-1-kg,Diwali Rangoli Pineapple Photo Cake,925,Cakes
https://www.fnp.com/gift/diwali-rangoli-pineapple-photo-cake-1-kg,Diwali Rangoli Pineapple Photo Cake,925,Cakes
https://www.fnp.com/gift/happy-diwali-creamy-pineapple-cake-2-kg-eggless,Happy Diwali Creamy Pineapple Cake,725,Cakes
https://www.fnp.com/gift/bhaang-special-t-shirt-large,BHaaNG Special T Shirt,499,Apparels
https://www.fnp.com/gift/golden-money-plant-in-brass-metal-pot,golden money plant in brass metal pot,400,Error
https://www.fnp.com/gift/best-bro-ever-white-cotton-t-shirt-large,Best Bro Ever White Cotton T-shirt,649,Apparels
https://www.fnp.com/gift/navy-blue-handpainted-cat-shaped-showpiece,Navy Blue Handpainted Cat Shaped Showpiece,1149,Home Decor
https://www.fnp.com/gift/attractive-personalized-t-shirt-medium,Attractive Personalized T Shirt,499,Personalised Gifts
https://www.fnp.com/gift/white-personalized-t-shirt-large,White Personalized T Shirt,249,Personalised Gifts
https://www.fnp.com/gift/5-inches-set-of-3-white-plastic-pot,5 inches set of 3 white plastic pot,250,Error
https://www.fnp.com/gift/corp-hamper-1-for-sapient,Corp Hamper 1 for Sapient,677,Error
https://www.fnp.com/gift/ficus-bonsai-yellow-plasticpot-5-x-5-5-inches,ficus bonsai yellow plasticpot 5 x 5 5 inches,349,Plants
https://www.fnp.com/gift/syngonium-white-pothos-n-peace-lily-set-of-3,syngonium white pothos n peace lily set of 3,900,Error
https://www.fnp.com/gift/red-aglaonema-plant-with-white-onyx-pot,red aglaonema plant with white onyx pot,699,Plants
https://www.fnp.com/gift/syngonium-plant-in-multicolor-resin-pot-a14,syngonium plant in multicolor resin pot a14,599,Aff Plants
https://www.fnp.com/gift/personalized-funky-t-shirt,Personalized Funky T shirt,249,Personalised Gifts
https://www.fnp.com/gift/veere-in-english-pure-silver-rakhi,Veere In English Pure Silver Rakhi,849,Single Rakhi
https://www.fnp.com/gift/pure-silver-bhai-in-english-rakhi,Pure Silver Bhai In English Rakhi,899,Single Rakhi
https://www.fnp.com/gift/devotional-pure-silver-om-rakhi,Devotional Pure Silver Om Rakhi,1349,Single Rakhi
https://www.fnp.com/gift/bhai-in-hindi-pure-silver-rakhi,Bhai In Hindi Pure Silver Rakhi,1349,Single Rakhi
https://www.fnp.com/gift/set-of-3-vibrant-pearl-premium-rakhi,Set of 3 Vibrant Pearl Rakhi,349,Set Of 3 Rakhi
https://www.fnp.com/gift/krishna-with-flute-special-rakhi,Krishna With Flute Rakhi,449,Single Rakhi
https://www.fnp.com/gift/bright-lumba-designer-rakhi,Bright Lumba Rakhi,499,Rakhi
https://www.fnp.com/gift/pastel-floral-bhaiya-bhabhi-lumba-rakhi-set,Pastel Floral Lumba Rakhi Set,619,Rakhi
https://www.fnp.com/gift/caricatured-buddy-on-tee,Caricatured Buddy On Tee,699,Apparels
https://www.fnp.com/gift/om-rakhi-and-magic-mug-combo,Om Rakhi and Magic Mug Hamper,619,Rakhi With Mugs
https://www.fnp.com/gift/auspicious-sai-rakhi,Auspicious Sai Rakhi,299,Single Rakhi
https://www.fnp.com/gift/striking-pearl-rakhi,Striking Pearl Rakhi,275,Single Rakhi
https://www.fnp.com/gift/auspicious-hanuman-rakhi,Auspicious Hanuman Rakhi,299,Single Rakhi
https://www.fnp.com/gift/traditional-shiva-rakhi,Traditional Shiva Rakhi,349,Single Rakhi
https://www.fnp.com/gift/happy-fathers-day-photo-cake-pineapple-1-kg-eggless,Happy Father's Day Photo Cake,999,Cakes
https://www.fnp.com/gift/happy-fathers-day-photo-cake-vanilla-1-kg-eggless,Happy Father's Day Photo Cake,999,Cakes
https://www.fnp.com/gift/friendship-day-special-butterscotch-cake-half-kg-eggless,Friendship Day Special Butterscotch Cake,599,Cakes
https://www.fnp.com/gift/friendship-day-special-black-forest-cake-1-kg-eggless,Friendship Day Special Black Forest Cake,599,Cakes
https://www.fnp.com/gift/friendship-day-special-chocolate-cake-half-kg-eggless,Friendship Day Special Chocolate Cake,599,Cakes
https://www.fnp.com/gift/diya-pineapple-cake-1-kg,Diya Pineapple Cake,1225,Cakes
https://www.fnp.com/gift/xmas-truffle-cake-1-kg-eggless,Xmas Truffle Cake,649,Cakes
https://www.fnp.com/gift/flamboyant-barbie-cake-black-forest-3kg,Flamboyant Barbie Cake,2825,Cakes
https://www.fnp.com/gift/flamboyant-barbie-cake-truffle-2kg,Flamboyant Barbie Cake,2825,Cakes
https://www.fnp.com/gift/flamboyant-barbie-cake-butterscotch-3kg-eggless,Flamboyant Barbie Cake,2825,Cakes
https://www.fnp.com/gift/eggless-friendship-day-black-forest-cake-1kg,Friendship Day - Black Forest Cake,599,Cakes
https://www.fnp.com/gift/best-dad-chocolate-photo-cake-1-kg-eggless,Best Dad Chocolate Photo Cake,999,Cakes
https://www.fnp.com/gift/loving-dad-chocolate-photo-cake-1-kg-eggless,Loving Dad Chocolate Photo Cake,999,Cakes
https://www.fnp.com/gift/fathers-day-chocolate-photo-cake-half-kg-eggless,Fathers Day Chocolate Photo Cake,999,Cakes
https://www.fnp.com/gift/fathers-day-chocolate-photo-cake-1-kg,Fathers Day Chocolate Photo Cake,999,Cakes
https://www.fnp.com/gift/happy-diwali-pineapple-cake-15-kg,Happy Diwali Pineapple Cake,525,Cakes
https://www.fnp.com/gift/happy-diwali-butterscotch-cake-15-kg-eggless,Happy Diwali Butterscotch Cake,575,Cakes
https://www.fnp.com/gift/happy-diwali-butterscotch-cake-half-kg-eggless,Happy Diwali Butterscotch Cake,575,Cakes
https://www.fnp.com/gift/happy-diwali-black-forest-cake-1-kg,Happy Diwali Black Forest Cake,625,Cakes
https://www.fnp.com/gift/happy-unicorn-pineapple-photo-cake-2-kg,Happy Unicorn Pineapple Photo Cake,899,Cakes
https://www.fnp.com/gift/happy-unicorn-pineapple-photo-cake-1-kg-eggless,Happy Unicorn Pineapple Photo Cake,899,Cakes
https://www.fnp.com/gift/happy-unicorn-pineapple-photo-cake-2-kg-eggless,Happy Unicorn Pineapple Photo Cake,899,Cakes
https://www.fnp.com/gift/xmas-truffle-cake-1-kg,Xmas Truffle Cake,649,Cakes
https://www.fnp.com/gift/happy-fathers-day-pineapple-photo-cake-2-kg-eggless,Happy Father's Day Pineapple Photo Cake,999,Cakes
https://www.fnp.com/gift/king-dad-photo-pineapple-cake-1-kg,King Dad Photo Pineapple Cake,999,Cakes
https://www.fnp.com/gift/warmest-christmas-wishes-mug,Warmest Christmas Wishes Mug,349,Mugs
